Id,PostTypeId,CreationDate,Title,OwnerUserId,Tags,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount
"73578","1","2020-05-05 08:45:52","plotting a decision tree based on gridsearchcv","94070","<machine-learning><decision-trees><cross-validation><data-science-model><grid-search>","0","561","1","0",""
"73579","1","2020-05-05 08:56:17","Some doubts in sklearn.preprocessing.Normalizer ? Please explain in lucid manner without jagron","94505","<scikit-learn><data-cleaning><feature-engineering><feature-scaling>","0","15","0","0",""
"73580","1","2020-05-05 09:05:35","How to represent a document in test data with the Document-Term Matrix created from the training set?","92182","<python><text-mining><vector-space-models><lsi>","1","24","2","0",""
"73582","1","2020-05-05 09:28:13","Fitting a pandas dataframe to a Poisson Distribution","67349","<probability><scipy><historgram>","0","520","1","0",""
"73583","1","2020-05-05 09:34:05","How to train-test split and cross validate in Surprise?","66700","<dataset><cross-validation><recommender-system><python-3.x>","0","828","1","0",""
"73587","1","2020-05-05 10:29:37","Test data for statistical t-test in Python","96454","<python><r><statistics><monte-carlo>","0","127","1","3",""
"73588","1","2020-05-05 03:51:57","When training NN, how do data loaders work on large datasets?","91456","<data><bigdata>","2","29","1","0",""
"73589","1","2020-05-05 11:14:27","Dealing with categorical variables in Isolation Forest","86339","<machine-learning><decision-trees><unsupervised-learning><categorical-data><isolation-forest>","2","669","0","5","1"
"73591","1","2020-05-05 11:35:58","Convolutional Autoencoders","93999","<machine-learning><deep-learning><autoencoder>","0","15","0","0",""
"73592","1","2020-05-05 12:02:43","WGAN training tradeoffs","91480","<deep-learning><training><loss-function><generative-models>","0","15","0","0",""
"73593","1","2020-05-05 12:03:28","Building a text classification model from scratch","96457","<python><neural-network><text-classification>","1","48","1","0",""
"73594","1","2020-05-05 12:06:34","Is there any way to calculate a relevance score between a title and the content of a text?","88094","<nlp><algorithms><natural-language-process>","2","51","1","1","1"
"73598","1","2020-05-05 13:16:40","Logistic regression for classification?","96465","<python><classification><logistic-regression><data-analysis>","0","53","2","0",""
"73602","1","2020-05-05 13:47:49","Merging/Consolidation of duplicate records","96461","<machine-learning><data-mining><clustering><feature-engineering><data-science-model>","0","13","0","0",""
"73605","1","2020-05-05 14:01:37","Opinions on an LSTM hyper-parameter tuning process I am using","46309","<keras><lstm><hyperparameter-tuning><bayesian><epochs>","1","1353","2","0","1"
"73606","1","2020-05-05 14:03:07","Word2Vec with CNN","89214","<cnn><word2vec><doc2vec>","0","211","2","0",""
"73607","1","2020-05-05 14:14:20","SAS Eminer vs Orange on core ML objects","61445","<orange><orange3><sas>","0","20","0","0",""
"73608","1","2020-05-05 14:35:35","Loss function returns x whereas tensorflow shows validation loss as (x+0.0567)","92332","<keras><tensorflow>","0","26","1","5",""
"73610","1","2020-05-05 14:44:01","Natural Language to SQL Training Data for German Language","96468","<neural-network><nlp><sql>","0","25","0","0",""
"73613","1","2020-05-05 14:49:01","Can I use SVC() as a base_estimtor for ensemble methods?","96189","<python><svm><ensemble-modeling>","1","47","1","0",""
"73618","1","2020-05-05 15:35:38","Can we use Q-Learning (or RL in general) for this problem?","96472","<machine-learning><reinforcement-learning><q-learning>","0","23","0","0",""
"73620","1","2020-05-05 15:55:03","How to make a radar with labels around","96210","<matplotlib>","0","10","0","0",""
"73621","1","2020-05-05 16:01:48","How to select good inputs and fitness function to achive good results with NEAT for Icy Tower bot","89724","<python><neural-network><evolutionary-algorithms>","2","47","0","0",""
"73622","1","2020-05-05 16:54:45","Rstudio opens old file","86676","<rstudio><linux>","0","8","0","0",""
"73623","1","2020-05-05 17:17:52","Evaluating A Model Trained using Custom Training like Gradient Tape","95044","<machine-learning><neural-network><tensorflow><cnn>","0","46","0","0",""
"73624","1","2020-05-05 18:19:20","How to fix class imbalance in dialogue (text) time series data?","90489","<python><deep-learning><keras><lstm><class-imbalance>","1","20","0","4",""
"73627","1","2020-05-05 18:47:15","Preparing multiple training time-series for Keras LSTM regression model training","65228","<python><keras><time-series><regression><lstm>","0","15","1","0",""
"73629","1","2020-05-05 20:00:15","How to use a stock's daily rate of return to estimate its price after a certain number of days?","96489","<time-series><finance>","0","14","0","0",""
"73636","1","2020-05-05 22:03:33","How to design a system to track faces in video?","60714","<machine-learning><computer-vision><object-detection><named-entity-recognition><object-recognition>","0","10","0","0",""
"85242","1","2020-11-11 11:24:07","Different feature importance results between DNN, Random Forests and Gradient Boosted Decision Trees","104408","<machine-learning><neural-network><feature-selection><random-forest><explainable-ai>","4","54","2","0","1"
"85246","1","2020-11-11 13:40:40","Dataset with some mislabeled data (around 1%)","107301","<machine-learning><classification>","2","56","1","0",""
"85247","1","2020-11-11 13:43:41","adding a feature as ""generic""","107302","<machine-learning><python><scikit-learn><random-forest><data>","1","32","1","0",""
"85249","1","2020-11-11 14:54:00","K-means clustering to separate temperature vertical profiles","107297","<machine-learning><python><clustering><machine-learning-model><k-means>","0","32","1","0",""
"85251","1","2020-11-11 15:43:41","Appearance-based hashing for similarity detection for picking the 100 most distinct images out 500 images","28492","<machine-learning><similarity><image><semantic-similarity><hashing-trick>","0","8","0","0",""
"85255","1","2020-11-11 16:58:01","SVM with gradient descent","107311","<svm><gradient-descent>","1","29","0","0",""
"85256","1","2020-11-11 17:02:01","How would you interpret the following ROC and PRC curves?","100687","<classification><roc>","1","32","1","0",""
"85262","1","2020-11-11 20:45:08","What pandas function is most similar to the transpose procedure in SAS?","107323","<pandas><statistics><data-cleaning><sas>","0","87","2","1",""
"85268","1","2020-11-11 23:42:45","Visualising K-Means clusters for 3D data in R","106862","<r><clustering><visualization><k-means>","1","30","1","0",""
"85274","1","2020-11-12 02:20:07","NER_Multiple_entities","98625","<machine-learning><nlp><text-mining><named-entity-recognition>","1","10","0","0",""
"85275","1","2020-11-12 02:30:57","Statistical kernels for image similarity","86134","<image-classification>","0","7","0","0",""
"85276","1","2020-11-12 02:52:45","Interpolate function isn't returning values","79039","<python><pandas>","0","13","0","0",""
"85277","1","2020-11-12 04:18:43","Tracking time-series latency using conjugate priors","42167","<time-series><bayesian>","1","9","0","0",""
"85282","1","2020-11-12 06:18:37","How should I encode 'dynamic' features (with multiple instances) along with 'static' features (single instances)?","107337","<machine-learning><python><deep-learning><feature-engineering><feature-reduction>","0","21","0","2",""
"85285","1","2020-11-12 09:16:40","Machine learning on graphs","107303","<neural-network><dimensionality-reduction><graphs><features><graph-neural-network>","1","20","0","0",""
"85287","1","2020-11-12 10:56:27","Augmentation on test dataset and validation dataset","106706","<deep-learning><dataset><computer-vision><validation>","0","37","1","1",""
"85288","1","2020-11-12 11:07:16","tflite.runForMultipleInputsOutputs returns NaN","30653","<machine-learning><tensorflow><machine-learning-model><object-detection><java>","0","40","0","0",""
"85290","1","2020-11-12 11:43:32","Relationships between groups of features against independent variables","57148","<predictive-modeling><statistics><linear-regression>","1","28","1","2",""
"85292","1","2020-11-12 12:45:28","Neural networks with not-fixed dimension for input and output","107303","<deep-learning><machine-learning-model><training><dimensionality-reduction><features>","1","27","1","0",""
"85293","1","2020-11-12 12:53:09","Extracting patterns from the spatiotemporal movement of objects","107348","<python><pattern-recognition>","0","14","1","0",""
"85296","1","2020-11-12 14:11:10","Interpretation of coefficient on interactive effects term in regression analysis","103866","<regression><linear-regression>","1","46","1","0",""
"85297","1","2020-11-12 14:14:17","What does num_negatives mean?","106647","<neural-network><deep-learning><training>","0","31","2","1",""
"85301","1","2020-11-12 15:31:37","Why does an attention layer in a transformer learn context?","88663","<neural-network><nlp><transformer><sequence-to-sequence><attention-mechanism>","1","59","1","0",""
"85305","1","2020-11-12 16:45:48","Alterable Similarity Join for Time Series","107360","<time-series><clustering>","1","25","1","0",""
"85306","1","2020-11-12 17:14:17","YOLOv1 algorithm - how to determine predictor responsibility","107361","<deep-learning><yolo>","3","149","1","2",""
"85310","1","2020-11-12 18:43:50","The association of the L2 regularization and the He normal weights initialization leads to NaN losses for ResNet3D during the training process","67165","<python><keras><tensorflow>","1","39","0","0",""
"85311","1","2020-11-12 19:35:08","What to do this type of data","86244","<machine-learning><feature-engineering>","0","13","1","0",""
"85314","1","2020-11-12 19:55:24","np.unique() explanation?","96312","<numpy>","1","29","1","0",""
"85322","1","2020-11-12 22:11:58","Preprocessing and feature selection in group k fold","60185","<feature-selection><cross-validation><feature-scaling>","0","17","0","0",""
"85327","1","2020-11-12 23:35:33","Can the Entropy Given On a Decision Tree Be Explained As the Probability Of A Binary Dependent Variable","107341","<scikit-learn><decision-trees><interpretation>","0","5","0","0",""
"85328","1","2020-11-13 01:23:52","How to pass input to deep learning models for Multiple choice question answering problem?","24883","<classification><tensorflow><nlp><pytorch><question-answering>","0","16","1","0",""
"85330","1","2020-11-13 02:01:35","Coloring clusters so that nearby clusters have different colors","69518","<machine-learning><python><r><clustering><visualization>","1","52","2","1",""
"85331","1","2020-11-13 03:40:38","Marketing Channel Recommender System","107377","<machine-learning><data><data-science-model><multiclass-classification><marketing>","1","13","0","0",""
"73638","1","2020-05-05 22:58:14","I was doing this SuperDataScience course and I got this ""ValueError: Input contains NaN, infinity or a value too large for dtype('float64')""","96072","<machine-learning><missing-data>","-3","28","1","2",""
"73641","1","2020-05-06 00:02:39","Find the most representative samples from a class","30153","<data-mining>","0","14","0","3",""
"73642","1","2020-05-06 00:05:56","Tensorflow Extension on BigQuery as the ExampleGen","90375","<pipelines><google-prediction-api><google-cloud>","0","67","0","0",""
"73645","1","2020-05-06 03:19:33","How to deal with imbalanced text data","96504","<classification><nlp><class-imbalance><text-classification>","1","56","1","3",""
"73646","1","2020-05-06 03:48:45","lags number in multivariate time series analysis correlation","90722","<time-series><correlation><forecasting>","1","14","0","0",""
"73647","1","2020-05-06 04:37:10","tensorflow feature columns","96503","<tensorflow><data>","0","9","0","0",""
"73648","1","2020-05-06 04:55:25","Why is predict_generator is returning an empty array?","96237","<machine-learning><python><deep-learning><prediction>","0","221","1","0",""
"73649","1","2020-05-06 04:59:58","Is there a limit in the number of layers for neural network?","93699","<activation-function>","0","46","2","0",""
"73651","1","2020-05-06 06:24:54","Recommendation system with active learning","96512","<machine-learning><reinforcement-learning><recommender-system><active-learning>","1","30","1","0",""
"73653","1","2020-05-06 07:38:49","Could you please give me an easy example in deep learning that explain Not-Differentiable?","62846","<neural-network><deep-learning><reinforcement-learning><backpropagation>","0","10","0","0",""
"73654","1","2020-05-06 07:47:47","What is difference between transductive and inductive in GNN?","62846","<neural-network><deep-learning><gnn><graph-neural-network>","1","185","1","0",""
"73655","1","2020-05-06 07:53:50","image processing, remove line pattern","96518","<computer-vision><image-preprocessing>","0","24","0","0",""
"73656","1","2020-05-06 08:03:26","mini batch vs. batch gradient descent","92213","<neural-network><deep-learning><mini-batch-gradient-descent>","1","114","1","0","1"
"73659","1","2020-05-06 08:19:14","breaking joined words into meaningful ones during text mining","96342","<r><text-mining>","0","26","1","1",""
"73660","1","2020-05-06 08:19:48","How do I predict new/unknown data in Bayesian linear regression?","96516","<regression>","1","162","1","1",""
"73668","1","2020-05-06 10:54:02","How to use a RBF kernel to create a ""Kernel Space"" using the similarity of each pair of point?","96533","<clustering><reinforcement-learning><svm><kernel><rbf>","1","41","1","0","2"
"73670","1","2020-05-06 10:54:25","Time Series Prediction in Tensorflow where the first data point is different from the following","86638","<neural-network><tensorflow><time-series><lstm>","0","8","0","0",""
"73671","1","2020-05-06 10:54:58","Result of Reinforcement learning","96529","<machine-learning><reinforcement-learning>","0","226","1","0",""
"73672","1","2020-05-06 10:56:02","What is the model architectural difference between transductive GCN and inductive GraphSAGE?","62846","<neural-network><deep-learning><gnn><knowledge-graph>","1","83","1","0",""
"73673","1","2020-05-06 11:48:45","How to use sklean pipeline to deal with data that read in line by line","83902","<scikit-learn><preprocessing>","3","48","1","1",""
"73676","1","2020-05-06 12:32:45","Cox regression model with time-varying covariates","96535","<survival-analysis>","0","19","0","0",""
"73679","1","2020-05-06 14:03:51","Deriving answers to specific queries from a text","96542","<nlp><automatic-summarization>","0","21","0","4",""
"73682","1","2020-05-06 15:40:34","How to estimate a heterogeneous asset pricing model in eviews?","96550","<time-series><data-science-model><finance>","0","20","0","1",""
"73683","1","2020-05-06 16:04:51","What is standard in Data Science for using Audio Features and Text Sentiment to predict affective annotations","96553","<machine-learning><neural-network><dataset><audio-recognition>","0","13","0","1",""
"73684","1","2020-05-06 17:16:44","How to deal with class imbalance in a neural network?","78161","<neural-network><classification><reinforcement-learning><class-imbalance>","2","430","4","4","2"
"73688","1","2020-05-06 18:12:07","how to shuffle the data for model.fit with custom data generator?","95935","<deep-learning><keras><tensorflow><dataset><generalization>","0","293","1","3",""
"73691","1","2020-05-06 20:25:04","I am not getting classification output by predict_generator()","96237","<machine-learning><deep-learning><dataset><image-classification>","0","65","1","0",""
"73694","1","2020-05-06 20:58:20","Interpret ability of Random Forest Decisions","95498","<random-forest><decision-trees>","0","9","0","0",""
"73696","1","2020-05-06 21:07:14","After performing data Augmentation on tf.data.Dataset, should i MERGE it with original tf.data.Dataset?","45907","<deep-learning><keras><image-classification><data-augmentation>","1","30","1","0",""
"73700","1","2020-05-07 01:48:52","Should I put time on my Vanilla ANN for classifying MNIST Dataset","96363","<python><deep-learning><tensorflow><mnist>","0","33","1","2",""
"73701","1","2020-05-07 01:53:07","Can I not call my project a ""Machine Learning"" project if it doesn't involve a prediction at the end?","96584","<visualization>","0","52","1","7",""
"73703","1","2020-05-07 02:13:40","Color overlapping in matplotlib, using PCA","94929","<pca><matplotlib><seaborn>","0","94","0","0",""
"73704","1","2020-05-07 02:27:15","Nice real data sets for testing DBSCAN?","96586","<dataset><dbscan>","2","683","2","0",""
"73707","1","2020-05-07 05:48:50","predict_classes() returning only 0 or 1 for multiclass image classification","96237","<machine-learning><deep-learning><keras><image-classification>","0","86","1","5",""
"73708","1","2020-05-07 06:35:38","What does it mean to have 1 degree of freedom in ANOVA test?","96594","<python><anova>","0","92","1","6",""
"73709","1","2020-05-07 06:46:10","Why is my training accuracy 0.0?","96592","<neural-network><scikit-learn><accuracy>","1","101","1","0",""
"73717","1","2020-05-07 08:49:34","How to measure model success in production","62282","<machine-learning><classification><prediction>","0","45","1","4",""
"73718","1","2020-05-07 09:38:56","Example of convex activation function","96601","<machine-learning><neural-network><activation-function>","0","43","1","0",""
"73720","1","2020-05-07 10:05:18","Text classification and predictive model","96604","<python><data-science-model><text-classification>","0","28","1","1",""
"73721","1","2020-05-07 10:09:03","Hill Climbing Algorithm - Optimum Step Size","96494","<predictive-modeling><optimization><hyperparameter-tuning><hyperparameter>","0","87","1","0",""
"73723","1","2020-05-07 11:17:41","Segmentation DataLoader Not Stopping","43147","<python><keras><numpy>","0","10","0","0",""
"73725","1","2020-05-07 11:28:19","Implementing neural Network using caltech course","96609","<machine-learning><neural-network><implementation>","1","24","0","0",""
"73726","1","2020-05-07 11:37:32","Keras Early Stopping: Monitor 'loss' or 'val_loss'?","71442","<neural-network><keras><early-stopping>","3","1099","1","0","1"
"73728","1","2020-05-07 11:53:13","what is the difference between Bias and overfilling and under fitting?","95337","<machine-learning><statistics><data-science-model><statsmodels>","1","44","1","1","2"
"73730","1","2020-05-07 12:11:04","YOLO annotation guildelines: overlapping and partially visible objects","94939","<object-detection><yolo>","1","130","1","0",""
"73731","1","2020-05-07 12:17:48","Weighting for spatial raster as Training Data","96605","<machine-learning><regression><geospatial>","0","17","0","0",""
"73733","1","2020-05-07 12:20:23","How to segregate resume layouts into different types?","61261","<deep-learning><nlp><text-mining><ocr><parsing>","0","23","0","2",""
"73739","1","2020-05-07 13:37:38","learning pairwise similarity between signals based on apex alignment","96616","<machine-learning><deep-learning><clustering>","0","12","0","0",""
"73741","1","2020-05-07 13:52:39","Scaling monotonically increasing features between 0 and 1","46309","<lstm><rnn><feature-engineering><feature-scaling>","1","24","0","4","1"
"85334","1","2020-11-13 08:05:43","How to increase sales and revenue of a Client?","44188","<machine-learning><data><data-science-model><interpretation><usecase>","0","20","1","0",""
"85335","1","2020-11-13 08:14:40","Which learning rate should I choose?","106706","<deep-learning><training><loss-function><optimization><learning-rate>","3","160","1","0","1"
"85337","1","2020-11-13 09:13:05","Absolute-value max pooling in 2D convolutional neural networks","107383","<machine-learning><cnn><pooling>","0","35","1","0",""
"85338","1","2020-11-13 09:14:29","Feature reduction by removing certain columns in dataframe","107389","<feature-engineering><feature-reduction>","0","16","2","0",""
"85340","1","2020-11-05 22:30:35","no decrease loss and val_loss","107395","<python><keras><deep-learning><time-series><loss-function>","3","50","2","6",""
"85347","1","2020-11-13 10:52:57","Train a point rather than a bounding box for object detection","7812","<object-detection>","0","20","1","0",""
"85351","1","2020-11-13 11:25:37","SVM overfitting with consistent validation results","107393","<svm><cross-validation><overfitting>","0","29","0","2",""
"85352","1","2020-11-13 11:55:33","Looping 2 DataFrame Pandas","107308","<python><pandas>","0","20","1","0",""
"85353","1","2020-11-13 12:10:24","Predicting next rows in tabular dataset","106994","<prediction><data-table>","0","30","0","0",""
"85354","1","2020-11-13 12:16:10","Classifier Performance - Binomial proportion confidence interval","107397","<classification><random-forest><probability><binary><confidence>","0","17","0","0",""
"85355","1","2020-11-13 12:37:01","multi regression for energy data","107399","<python><deep-learning><keras><regression>","0","28","1","0",""
"85356","1","2020-11-13 12:43:47","NLP - Found input variables with inconsistent numbers samples","107400","<python><nlp><dataset>","0","31","0","0",""
"85357","1","2020-11-13 12:47:35","character level n-gram embedded LSTM is overfitting strong","73315","<nlp><lstm><pytorch><ngrams>","0","18","0","0",""
"85358","1","2020-11-13 12:54:30","What is the difference between active learning and reinforcement learning?","107401","<machine-learning><reinforcement-learning><active-learning><difference>","9","1954","2","0","5"
"85363","1","2020-11-13 15:03:27","understanding the use of additive or multiplicative scale of timeseries?","100249","<machine-learning><time-series>","0","12","0","0",""
"85364","1","2020-11-13 15:32:28","Determine most important features per class in binary classification?","92285","<classification><feature-selection><feature-engineering>","0","13","0","0",""
"85365","1","2020-11-13 15:37:21","How to deal with variable number of permutation invariant features?","107407","<classification><feature-engineering><categorical-data>","1","19","1","0",""
"85366","1","2020-11-13 16:55:39","Math behind 2D convolution for RGB images","107412","<neural-network><cnn>","0","760","2","0",""
"85367","1","2020-11-13 17:05:21","Is applying pre-trained model on a different type of corpus called transfer learning?","60710","<nlp><transfer-learning>","0","35","1","0",""
"85371","1","2020-11-13 17:42:32","Hierarchical clustering in R filtering variable","107416","<r><clustering><dimensionality-reduction><hierarchical-data-format>","0","18","0","0",""
"85373","1","2020-11-13 18:28:23","batch_size in neural network","107412","<neural-network><tensorflow>","0","30","1","0",""
"85376","1","2020-11-13 19:20:33","How to do a ""Model.deploy"" inside a ""PythonScriptStep"" in Azure?","51419","<python><azure-ml><automl>","0","9","0","0",""
"85379","1","2020-11-13 19:39:25","how to set gridsearchCV to ignore the errors","106763","<machine-learning><python><grid-search>","0","71","0","5",""
"85380","1","2020-11-13 19:45:21","How to normalize technical skills of IT using machine learning?","79490","<machine-learning><python><deep-learning><data-cleaning><data-science-model>","1","35","1","2",""
"85384","1","2020-11-13 20:30:16","How is the Fully Connected Layer of a cnn network trained?","97558","<machine-learning><python><cnn>","1","22","1","0",""
"85385","1","2020-11-13 20:56:43","How to use paraphrase_mining using sentence transformers pre-trained model","74297","<word-embeddings><python-3.x><transformer>","1","24","0","0",""
"85388","1","2020-11-13 21:23:05","Bayesian network calculation to find probability for independent events?","107409","<machine-learning><bayesian-networks>","1","27","0","2",""
"85389","1","2020-11-13 21:58:00","what is the largest network used for image recognition/segmentation?","107431","<neural-network><deep-learning><inceptionresnetv2>","0","28","2","0",""
"85391","1","2020-11-13 22:01:10","Object detection stops predicting well according to how I collect the images","51719","<python><computer-vision><object-detection><opencv>","0","19","1","0",""
"85392","1","2020-11-13 22:11:15","How can I compute the ideal variance threshold value for my data?","79180","<feature-selection><variance>","0","89","1","0",""
"85398","1","2020-11-13 23:56:41","What are the model parameters in PCA?","107435","<pca>","4","60","1","1","3"
"85401","1","2020-11-14 01:22:50","Hand preprocessing data","88709","<data><data-cleaning><preprocessing>","0","17","1","0",""
"85404","1","2020-11-14 02:29:30","Math behind word2vec in neural network","107412","<neural-network><nlp><word-embeddings>","0","25","0","0",""
"85409","1","2020-11-14 07:04:53","Getting NN weights for every batch / epoch from Keras model","100700","<python><keras><tensorflow><gradient-descent>","5","569","2","0","1"
"85411","1","2020-11-14 08:33:51","How does tf.random.log_uniform_candidate_sampler work while generating negative samples?","107445","<tensorflow><word2vec>","2","133","2","0",""
"85413","1","2020-11-14 12:22:29","Which metrics for evaluating a recommender system with implicit data?","","<recommender-system><metric>","2","111","2","0","1"
"85414","1","2020-11-14 13:12:38","Support Vector Machines (SVM) vs Minimum distance between two convex hulls","107450","<classification><svm>","1","77","1","0",""
"85415","1","2020-11-14 13:29:49","How to get different length output using keras?","105824","<keras><tensorflow><time-series><lstm>","1","20","1","0",""
"85420","1","2020-11-14 15:46:33","Logistic Regression Manual Update","107412","<neural-network><logistic-regression>","0","94","2","0",""
"85423","1","2020-11-14 19:01:00","How to estimate missing values when calculating NDCG","107464","<recommender-system><evaluation><ndcg><movielens>","0","44","1","3",""
"85426","1","2020-11-14 20:04:19","With automated hyperparameter tuning available, do we still need to learn hyperparameter tuning","92450","<machine-learning><neural-network><hyperparameter-tuning>","0","18","1","0",""
"85433","1","2020-11-14 22:29:19","Why use gradient descent on Deep Nets / RNNs when cost function is not convex?","107470","<neural-network><rnn><gradient-descent><optimization><genetic-algorithms>","0","40","2","1",""
"85435","1","2020-11-15 00:17:00","What is the appropriate statistical significance test for multi-class classification?","74397","<statistics><multiclass-classification><performance><f1score>","1","53","1","0",""
"85437","1","2020-11-15 02:45:16","Multi-label classification with nested features","107473","<neural-network><multilabel-classification>","0","63","1","6",""
"85438","1","2020-11-15 05:26:08","How to approach Customer dimensions and work hours relation problem","107480","<linear-regression><k-means>","0","10","0","0",""
"85439","1","2020-11-15 07:24:21","Why softmax in YouTube’s DNN recommender","107483","<recommender-system>","4","47","1","0","1"
"85441","1","2020-11-15 11:29:38","Non-linear decision boundary in logistic regression algorithm with polynomial features","107488","<machine-learning><python><classification><logistic-regression>","0","220","0","0","1"
"85442","1","2020-11-15 12:14:51","How to customize what happen in fit method in tensorflow 2.0","87317","<python><deep-learning><keras><tensorflow><cnn>","0","30","0","0",""
"85443","1","2020-11-15 13:43:43","Is there any way to logically partition dataset while training model?","107495","<machine-learning><machine-learning-model>","0","24","0","0",""
"85447","1","2020-11-15 15:36:00","ValueError: No gradients provided for any variable","79844","<deep-learning><tensorflow><lstm><pooling>","1","766","1","0",""
"85450","1","2020-11-15 16:57:28","How to refit GridSearchCV on Multiclass problem","107499","<python><scikit-learn><grid-search><gridsearchcv>","0","260","1","0",""
"85451","1","2020-11-15 16:58:48","LightFm - replicate precision@k score with predict vs. predict_rank method","47818","<recommender-system>","0","59","1","0",""
"85453","1","2020-11-15 17:37:55","Ranking problem and imbalanced dataset","37510","<machine-learning><class-imbalance><ranking><learning-to-rank>","1","48","1","0","1"
"85454","1","2020-11-15 17:39:17","Calibration using predict_proba vs class_weight","87876","<machine-learning><python><classification><scikit-learn><random-forest>","3","84","1","0",""
"85455","1","2020-11-15 18:01:43","Cannot solve FrozenLake with QLearning and slippery mode enabled","92131","<python><q-learning><openai-gym>","0","35","0","0",""
"73742","1","2020-05-07 13:55:59","Which type of model should I use to predict when a time-series value will revert towards the mean?","96618","<machine-learning><deep-learning><time-series><predictive-modeling><prediction>","0","24","0","1",""
"73744","1","2020-05-07 14:43:13","Implementing the SVHN CNN architecture in Srivastava et al. 2014 Dropout paper","96620","<deep-learning><keras><tensorflow><convolution><deep-network>","0","46","1","0",""
"73746","1","2020-05-07 14:59:05","Unable to apply my model on separate test file","96621","<python><scikit-learn><machine-learning-model>","0","21","0","3",""
"73747","1","2020-05-07 15:16:10","PCA and clustering, regression tree with categorical attributes using R","96624","<r><clustering><categorical-data><pca><data-analysis>","0","14","0","0",""
"73748","1","2020-05-07 15:55:46","Does this mean underfitting?","96627","<neural-network><tensorflow>","2","63","3","2",""
"73749","1","2020-05-07 16:15:46","Weighting of words in lexicon based sentiment analysis","96630","<nlp><sentiment-analysis><nltk>","2","51","1","0",""
"73757","1","2020-05-07 17:53:28","The most informative curve for imbalance datasets","87901","<machine-learning><classification><class-imbalance><imbalanced-learn>","3","43","1","6",""
"73761","1","2020-05-07 18:57:06","Implementation of BERT using Tensorflow vs PyTorch","84566","<tensorflow><pytorch><bert>","1","1078","1","0",""
"73773","1","2020-05-07 22:54:41","Sagemaker - XGBOOST rank:ndcg","88614","<xgboost><aws><sagemaker>","1","49","0","0",""
"73776","1","2020-05-08 00:32:26","Linear vs Non linear regression (Basic Beginner)","96653","<machine-learning><neural-network><linear-regression><non-parametric>","1","113","2","0",""
"73778","1","2020-05-08 00:44:19","Why dont we use 2d cnn filters for Nlp tasks?","74101","<deep-learning><nlp><cnn><natural-language-process>","2","31","1","0","1"
"73779","1","2020-05-08 03:56:06","TensorFlow Time Series Tutorial Enhancement Gone Wrong","96652","<tensorflow><time-series><multilabel-classification>","0","128","1","0",""
"73782","1","2020-05-08 05:46:04","What is the point of using MissingIndicator in Scikit-learn?","9011","<machine-learning><python><scikit-learn><data-imputation>","1","318","2","0",""
"73783","1","2020-05-08 06:53:47","Address parsing using spaCy","87355","<machine-learning><nlp><spacy>","2","1271","1","3",""
"73787","1","2020-05-08 07:48:54","What is meant by coefficient of determination? Further, is there any difference between r and muliple correlation coefficient?","91724","<r><correlation>","0","22","0","0","0"
"73791","1","2020-05-08 09:01:50","Vertical lines of overlapping points in Seaborn Swarmplot","82698","<python><data><visualization><matplotlib><seaborn>","0","120","1","1",""
"73792","1","2020-05-08 09:07:38","Are there any open-source text annotation for multi label classification tools?","79490","<deep-learning><nlp><text><annotation>","2","97","1","2",""
"73793","1","2020-05-08 09:10:41","Data analysis PCA","96624","<categorical-data><pca><data-analysis>","0","25","1","2",""
"73794","1","2020-05-08 09:19:39","What to do when there is more than one object in a cell in Yolo v1","96672","<neural-network><loss-function><object-detection><yolo>","1","33","0","0",""
"73796","1","2020-05-08 09:39:13","using maxpool before 1x1 conv in inception module","86928","<deep-learning><convolution><inception><pooling>","0","89","0","0",""
"73797","1","2020-05-08 09:43:59","Why is my loss increasing in gradient descent?","96592","<machine-learning><neural-network><gradient-descent>","1","211","1","1",""
"73798","1","2020-05-08 09:58:57","Multioutput classification: How do I get probabilities of continuous dependent variables?","96593","<python><scikit-learn><r><multi-output>","0","47","0","0",""
"73799","1","2020-05-08 10:00:28","Clustering on categorical attributes","96624","<r><clustering><categorical-data>","1","55","2","0",""
"73807","1","2020-05-08 12:22:18","Gradient of a function in Python","96529","<python><gradient-descent><gradient>","0","215","1","0",""
"73808","1","2020-05-08 12:39:06","Predicting next failure of car system given previous failures","78121","<machine-learning><python><predictive-modeling>","0","20","0","0",""
"73811","1","2020-05-08 14:04:19","Is it possible for decision trees to consider less features than in my training set?","95498","<decision-trees>","0","16","0","2",""
"73813","1","2020-05-08 14:51:07","CV Pipeline for Time Series with Differing shape for X and y","96686","<scikit-learn><time-series>","1","71","1","5",""
"73814","1","2020-05-08 17:10:14","Dueling DQN gradient with respect to a fully connected layer","96696","<machine-learning><neural-network><reinforcement-learning><dqn>","0","33","0","0",""
"73815","1","2020-05-08 17:34:16","First Simple DQN not learning to navigate maze","94911","<neural-network><deep-learning><reinforcement-learning><q-learning>","0","27","0","0","0"
"73819","1","2020-05-08 19:09:23","Metric/calculation to measure relative popularity/frequency of x by variable y","57527","<dataset><data-mining>","0","18","0","0",""
"73822","1","2020-05-08 21:58:15","Ranking aggregation - How to select the ""best"" item out of multiple rankings?","38887","<ranking>","0","28","0","0",""
"73823","1","2020-05-08 22:50:35","Open source alternative to google's Auto ML","45768","<machine-learning>","1","47","2","0","1"
